_time,http_result,icmp_result,tcp_result,udp_result
2024-09-20 17:11:41+00:00,35.939,64.737,36.199,30.883
2024-09-20 17:11:39+00:00,55.626,70.507,45.283,23.153
2024-09-20 17:11:37+00:00,40.036,62.127,39.646,25.164
2024-09-20 17:11:34+00:00,32.205,52.233,37.741,31.197
2024-09-20 17:11:32+00:00,45.936,42.903,44.196,35.782
2024-09-20 17:11:30+00:00,30.133,57.513,29.966,35.08
2024-09-20 17:11:28+00:00,34.159,56.166,38.032,39.186
2024-09-20 17:11:26+00:00,38.51,51.756,33.975,35.755
2024-09-20 17:11:24+00:00,39.059,63.054,33.98,33.716
2024-09-20 17:11:22+00:00,32.051,61.772,31.901,41.121
2024-09-20 17:11:20+00:00,32.604,57.185,30.191,33.863
2024-09-20 17:11:18+00:00,38.857,52.462,34.262,31.268
2024-09-20 17:11:16+00:00,42.851,49.257,35.18,31.65
2024-09-20 17:11:14+00:00,34.989,46.329,30.162,43.085
2024-09-20 17:11:12+00:00,38.042,35.257,32.144,35.38
2024-09-20 17:11:10+00:00,38.582,33.118,39.963,35.173
2024-09-20 17:11:01+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:59+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:57+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:55+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:53+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:51+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:49+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:47+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:43+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:41+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:39+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:37+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:35+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:33+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:10:31+00:00,32.715,50.135,36.655,52.823
2024-09-20 17:10:29+00:00,36.699,33.302,32.027,33.369
2024-09-20 17:10:27+00:00,36.718,54.328,36.762,54.53
2024-09-20 17:10:25+00:00,37.822,37.508,41.039,36.023
2024-09-20 17:10:22+00:00,38.833,57.712,39.978,58.285
2024-09-20 17:10:20+00:00,37.384,39.177,28.973,39.818
2024-09-20 17:10:18+00:00,36.566,59.716,30.089,59.791
2024-09-20 17:10:16+00:00,37.689,38.579,33.518,38.576
2024-09-20 17:10:14+00:00,36.847,38.454,30.011,46.139
2024-09-20 17:10:12+00:00,37.896,46.529,40.777,49.52
2024-09-20 17:10:10+00:00,39.68,60.999,30.05,60.227
2024-09-20 17:10:08+00:00,40.772,49.828,37.435,50.095
2024-09-20 17:10:06+00:00,36.726,29.827,31.703,31.578
2024-09-20 17:10:04+00:00,36.658,65.703,37.008,67.31
2024-09-20 17:10:02+00:00,37.843,62.538,39.984,63.665
2024-09-20 17:10:00+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:58+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:56+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:54+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:52+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:50+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:48+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:09:30+00:00,37.911,72.487,40.673,72.411
2024-09-20 17:09:28+00:00,41.852,57.318,41.703,57.138
2024-09-20 17:09:26+00:00,36.765,41.59,36.007,54.653
2024-09-20 17:09:24+00:00,38.377,55.17,30.849,60.992
2024-09-20 17:09:22+00:00,36.767,66.619,36.573,67.701
2024-09-20 17:09:20+00:00,37.474,63.166,39.696,63.785
2024-09-20 17:09:18+00:00,32.769,55.013,37.391,57.676
2024-09-20 17:09:16+00:00,36.754,58.091,39.859,58.049
2024-09-20 17:09:14+00:00,36.357,41.909,39.02,41.898
2024-09-20 17:09:12+00:00,38.755,63.499,29.093,63.053
2024-09-20 17:09:10+00:00,38.777,64.98,38.019,66.374
2024-09-20 17:09:08+00:00,37.732,45.208,32.162,45.411
2024-09-20 17:09:06+00:00,39.932,57.987,30.083,57.729
2024-09-20 17:09:04+00:00,37.396,50.664,45.33,55.894
2024-09-20 17:09:02+00:00,38.367,71.047,33.585,69.364
2024-09-20 17:09:00+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:58+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:56+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:54+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:52+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:50+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:48+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:08:30+00:00,40.68,57.655,42.898,73.622
2024-09-20 17:08:28+00:00,37.732,56.585,36.744,56.641
2024-09-20 17:08:26+00:00,37.821,49.318,36.857,50.683
2024-09-20 17:08:24+00:00,46.711,60.424,44.729,60.242
2024-09-20 17:08:22+00:00,40.69,63.259,36.927,62.713
2024-09-20 17:08:20+00:00,42.779,49.761,40.132,54.632
2024-09-20 17:08:18+00:00,36.649,46.419,28.113,46.043
2024-09-20 17:08:16+00:00,48.413,44.727,40.642,45.295
2024-09-20 17:08:14+00:00,37.395,47.185,40.702,46.384
2024-09-20 17:08:12+00:00,44.299,69.768,31.636,70.657
2024-09-20 17:08:10+00:00,38.221,50.358,32.044,50.334
2024-09-20 17:08:08+00:00,28.148,52.116,42.699,53.532
2024-09-20 17:08:06+00:00,33.016,67.347,39.493,69.105
2024-09-20 17:08:04+00:00,43.106,64.507,37.635,64.462
2024-09-20 17:08:02+00:00,41.805,55.096,34.967,54.645
2024-09-20 17:08:00+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:58+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:56+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:54+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:52+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:50+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:48+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:07:30+00:00,43.997,59.56,35.543,64.047
2024-09-20 17:07:28+00:00,38.132,234.943,178.673,234.949
2024-09-20 17:07:25+00:00,25.586,57.416,21.007,55.611
2024-09-20 17:07:23+00:00,26.601,52.601,20.933,53.016
2024-09-20 17:07:21+00:00,29.853,56.387,24.388,53.845
2024-09-20 17:07:19+00:00,20.955,56.706,25.053,56.815
2024-09-20 17:07:17+00:00,27.931,53.108,25.006,54.69
2024-09-20 17:07:15+00:00,22.482,66.266,21.501,66.187
2024-09-20 17:07:13+00:00,25.559,43.223,28.398,44.877
2024-09-20 17:07:11+00:00,37.763,41.103,36.163,48.225
2024-09-20 17:07:09+00:00,25.958,54.873,24.023,60.097
2024-09-20 17:07:07+00:00,23.477,44.596,36.47,44.693
2024-09-20 17:07:05+00:00,32.363,40.155,35.598,41.225
2024-09-20 17:07:03+00:00,31.66,58.693,31.415,60.884
2024-09-20 17:07:01+00:00,36.482,58.028,35.893,136.208
2024-09-20 17:06:59+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:57+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:55+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:53+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:51+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:49+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:47+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:43+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:41+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:39+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:37+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:35+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:33+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:31+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:06:29+00:00,24.493,28.127,26.139,33.28
2024-09-20 17:06:27+00:00,25.645,62.532,25.5,68.723
2024-09-20 17:06:25+00:00,22.495,31.433,24.137,32.867
2024-09-20 17:06:23+00:00,21.982,43.502,25.733,45.585
2024-09-20 17:06:21+00:00,31.465,26.656,27.196,28.052
2024-09-20 17:06:19+00:00,25.995,56.315,24.128,56.276
2024-09-20 17:06:17+00:00,28.108,33.312,23.057,43.343
2024-09-20 17:06:15+00:00,29.694,45.626,24.51,48.846
2024-09-20 17:06:13+00:00,24.553,27.144,27.729,31.667
2024-09-20 17:06:11+00:00,30.385,60.268,31.279,57.23
2024-09-20 17:06:09+00:00,25.545,25.82,32.632,27.883
2024-09-20 17:06:07+00:00,25.982,43.627,21.382,44.464
2024-09-20 17:06:05+00:00,34.092,35.307,21.024,37.279
2024-09-20 17:06:03+00:00,26.594,56.741,21.014,57.521
2024-09-20 17:06:01+00:00,32.496,28.95,36.005,33.451
2024-09-20 17:05:59+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:57+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:55+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:53+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:51+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:49+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:47+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:43+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:41+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:39+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:37+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:35+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:33+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:31+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:05:29+00:00,44.223,48.245,44.528,358.734
2024-09-20 17:05:27+00:00,26.237,58.878,30.291,60.583
2024-09-20 17:05:25+00:00,30.227,60.899,30.344,56.808
2024-09-20 17:05:23+00:00,35.257,53.228,29.349,59.699
2024-09-20 17:05:21+00:00,23.356,55.898,20.985,58.154
2024-09-20 17:05:19+00:00,26.119,48.882,21.655,49.898
2024-09-20 17:05:17+00:00,25.462,40.31,24.211,40.968
2024-09-20 17:05:15+00:00,20.981,50.6,24.725,55.28
2024-09-20 17:05:13+00:00,28.425,52.335,25.891,48.08
2024-09-20 17:05:11+00:00,31.077,61.355,23.259,62.463
2024-09-20 17:05:09+00:00,23.262,50.69,32.975,64.935
2024-09-20 17:05:07+00:00,24.839,48.088,30.262,49.089
2024-09-20 17:05:05+00:00,22.111,25.689,21.125,29.58
2024-09-20 17:05:03+00:00,22.138,52.757,26.482,52.688
2024-09-20 17:05:01+00:00,27.298,58.157,22.931,59.874
2024-09-20 17:04:59+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:57+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:55+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:53+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:51+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:49+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:47+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:45+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:43+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:04:28+00:00,21.234,61.727,38.211,62.686
2024-09-20 17:04:26+00:00,29.092,25.662,23.969,34.856
2024-09-20 17:04:24+00:00,23.381,41.285,32.064,54.439
2024-09-20 17:04:22+00:00,25.023,55.503,23.318,55.903
2024-09-20 17:04:20+00:00,34.124,56.468,26.141,57.53
2024-09-20 17:04:18+00:00,31.337,50.891,25.205,45.82
2024-09-20 17:04:16+00:00,21.121,60.162,23.185,60.409
2024-09-20 17:04:14+00:00,26.026,54.305,22.028,53.614
2024-09-20 17:04:12+00:00,29.528,61.837,32.464,62.669
2024-09-20 17:04:10+00:00,26.085,77.25,21.709,53.572
2024-09-20 17:04:08+00:00,25.128,58.9,27.157,47.92
2024-09-20 17:04:06+00:00,33.483,50.367,29.121,45.441
2024-09-20 17:04:04+00:00,30.804,47.625,25.998,48.865
2024-09-20 17:04:02+00:00,33.715,61.344,30.274,55.879
2024-09-20 17:04:00+00:00,29.812,62.424,24.064,55.421
2024-09-20 17:03:58+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:56+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:54+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:52+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:50+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:48+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:03:28+00:00,32.87,21.95,31.625,26.402
2024-09-20 17:03:26+00:00,26.069,36.136,21.074,36.194
2024-09-20 17:03:24+00:00,21.094,23.96,21.006,36.021
2024-09-20 17:03:22+00:00,21.257,26.333,21.0,28.57
2024-09-20 17:03:20+00:00,22.052,20.663,23.026,25.466
2024-09-20 17:03:18+00:00,27.232,19.236,24.18,24.921
2024-09-20 17:03:16+00:00,21.149,22.628,24.341,28.407
2024-09-20 17:03:14+00:00,45.855,34.54,45.563,35.211
2024-09-20 17:03:12+00:00,29.101,25.63,25.178,32.798
2024-09-20 17:03:10+00:00,29.019,47.499,30.936,52.595
2024-09-20 17:03:08+00:00,22.016,32.667,22.257,34.52
2024-09-20 17:03:06+00:00,25.205,34.755,30.029,41.706
2024-09-20 17:03:04+00:00,26.995,25.514,20.393,27.648
2024-09-20 17:03:02+00:00,25.15,24.442,21.004,28.546
2024-09-20 17:03:00+00:00,25.873,387.569,21.952,405.659
2024-09-20 17:02:58+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:56+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:54+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:52+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:50+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:48+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:46+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:44+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:42+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:40+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:38+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:36+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:34+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:32+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:30+00:00,30.871499999999997,47.734,30.089,52.155
2024-09-20 17:02:28+00:00,26.247,52.089,21.123,53.038
2024-09-20 17:02:26+00:00,24.103,58.832,21.807,58.665
